Sample	Region	State	Typo	Latitude	Longitude	Temp	Cond	Sal	OD	pH	Clorof	NO2	NO3	PO4	SO4	NH4	NID	Ptotal	NPratio	Trophic	Bacteria	HighDNA	LowDNA	%High	%Low
689	Sao_Francisco	MG	River	S1728003 	W04633362 	26.66	301	0.14	5.7	8.32	14.5	0.09	39.70	0.00	0.432	0.00	39.79	22.04	NA	Oligotrophic	4146184.54	2083391.52	1909775.56	50	46
703	Sao_Francisco	MG	River	S1809106 	W04513687 	22.86	273	0.13	5.87	8.24	9.5	0.00	171.91	7.78	302.83	0.00	171.91	9.74	22.09	Oligotrophic	309564.29	153427.05	124518.32	50	40
760	Sao_Francisco	MG	River	S1914402 	W04513721 	25.27	269	0.13	5.73	8.52	3.4	0.12	59.64	1.95	109.20	0.00	59.76	16.92	30.65	Oligotrophic	197035.86	116653.73	56333.92	59	29
762	Sao_Francisco	MG	River	S1959220 	W04420676 	26.24	289	0.14	5.41	8.36	6.4	0.12	59.50	0.00	0.134	0.00	59.62	16.77	NA	Oligotrophic	2816073.62	1492322.52	1219298.86	53	43
2149	Tocantins	MT	Lake	S1258889 	W05038641 	26.7	57	0.03	9.21	9.2	11.2	0.00	37.08	2.71	0.041	0.00	37.08	58.61	13.70	Eutrophic	1855345.91	975911.95	711710.69	53	38
2151	Tocantins	TO	Lake	S1142030 	W05003466 	26.08	45	0.02	8.14	7.66	24.2	0.77	19.76	1.16	0.041	104.33	124.85	109.87	107.61	Eutrophic	2458333.33	1356016.67	1098383.33	55	45
655	Tocantins	MT	River	S1554027 	W05221673 	28.25	23	0.01	6.71	7.14	126.3	0.00	97.00	5.20	73.72	17.85	114.86	62.10	22.07	Eutrophic	928848.17	797000.75	131847.42	86	14
666	Tocantins	GO	River	S1605365 	W05106282 	27.96	63	0.03	7.01	7.67	80.3	0.00	358.74	NA	689.07	5.71	364.45	53.80	NA	Eutrophic	992602.27	810261.36	182340.91	82	18
2150	Tocantins	TO	River	S1142595 	W05024125 	25.88	51	0.02	8.32	7.67	20.2	0.00	61.86	6.96	0.045	3.79	65.65	58.29	9.43	Eutrophic	1745562.13	713585.80	906994.08	41	52
377	Tocantins	PA	River	S0630599 	W05002732 	29.03	275	0.13	8.6	8.1	11.2	0.00	199.44	19.46	200.86	0.00	199.44	58.91	10.25	Eutrophic	1589117.17	520866.77	854221.51	33	54
2181	Tocantins	PA	River	S0510285 	W04920076 	29.74	103	0.05	8.53	7.43	11.3	0.00	100.22	8.30	191.76	0.00	100.22	70.58	12.07	Eutrophic	7301980.20	2714876.24	3360371.29	37	46
2182	Tocantins	PA	River	S0456540 	W04926157 	26.85	101	0.05	9.31	7.38	12	0.00	129.67	20.76	263.16	0.00	129.67	66.27	6.25	Eutrophic	4469696.97	1727090.91	1913924.24	39	43
2148	Tocantins	GO	Lake	S1251637 	W05021247 	26.51	26	0.01	8.69	7.94	9	0.00	6.47	3.29	0.070	0.95	7.42	28.74	2.26	Mesotrophic	4750402.58	2302995.17	1805152.98	48	38
2200	Tocantins	PA	Lake	S0115329 	W04822377 	28.71	2411	1.23	7.00	7.17	7.5	0.00	134.82	0.00	39599.66	0.00	134.82	28.11	NA	Mesotrophic	434645.61	328042.60	79735.59	75	18
2201	Tocantins	PA	Lake	S0110222 	W04828471 	28.83	2254	1.15	7.52	7.29	3.3	0.00	139.39	0.00	36791.48	0.00	139.39	31.14	NA	Mesotrophic	333006.13	261600.67	49029.56	79	15
633	Tocantins	MT	River	S1439459 	W05219726 	28.49	16	0.01	6.88	6.87	70.6	0.02	96.33	5.20	203.86	42.14	138.49	51.20	26.61	Mesotrophic	665453.86	597213.05	68240.81	90	10
654	Tocantins	MT	River	S1551026 	W05159263 	28.56	23	0.01	6.85	7.13	114.5	0.00	106.45	NA	108.40	54.29	160.74	50.29	NA	Mesotrophic	679892.34	547878.79	132013.56	81	19
2024	Tocantins	GO	River	S1555021 	W05149792 	27.99	27	0.01	6.77	7.47	181.9	NA	147.62	NA	182.95	17.85	165.48	33.71	NA	Mesotrophic	553815.98	433277.13	120538.86	78	22
468	Tocantins	TO	River	S0912661 	W04956831 	28.08	49	0.02	7.94	7.58	20.1	0.00	1.63	1.95	63.48	0.00	1.63	30.65	0.84	Mesotrophic	160494.36	97648.85	42340.36	61	26
502	Tocantins	TO	River	S0944136 	W05000492 	27.08	41	0.02	8.11	6.99	11.1	0.18	45.96	0.00	0.063	0.95	47.08	30.34	NA	Mesotrophic	4351032.45	2225988.20	1714306.78	51	39
523	Tocantins	MT	River	S1103050 	W04956419 	27.23	53	0.02	8.12	7.58	30.5	0.00	1.09	1.93	0.054	0.00	1.09	49.18	0.57	Mesotrophic	2804182.51	1297775.67	1219258.56	46	43
590	Tocantins	TO	River	S1145580 	W04945156 	25.87	70	0.03	8.31	7.39	12.4	0.00	5.84	1.35	0.057	2.85	8.69	49.34	6.42	Mesotrophic	2048611.11	1073472.22	860416.67	52	42
591	Tocantins	MT	River	S1240358 	W05042613 	26.94	32	0.01	8.46	6.69	14.2	0.00	27.04	0.77	0.039	0.95	27.99	34.01	36.19	Mesotrophic	1966666.67	768573.33	986480.00	39	50
626	Tocantins	MT	River	S1341239 	W05106231 	25.37	31	0.01	8.96	6.65	9.6	0.03	74.35	0.00	0.044	1.90	76.28	31.30	NA	Mesotrophic	1394139.89	837041.59	421587.90	60	30
635	Tocantins	GO	River	S1457946 	W05107057 	25.53	0	0.03	9.03	7.61	10.9	0.03	60.47	1.35	0.100	0.00	60.50	36.57	44.70	Mesotrophic	2292152.29	1220341.88	880186.48	53	38
2146	Tocantins	GO	River	S1529501 	W05141224 	24.83	0	0.04	9.65	7.37	11.7	0.00	84.56	0.77	0.231	2076.11	2160.67	37.69	2793.58	Mesotrophic	4442771.08	1905060.24	2272921.69	43	51
2152	Tocantins	MT	River	S1039514 	W05037037 	27.48	45	0.02	8.07	7.12	11.1	0.00	1.12	1.93	0.133	0.00	1.12	29.70	0.58	Mesotrophic	1328828.83	631990.99	609666.67	48	46
2153	Tocantins	MT	River	S1015833 	W05017248 	28.02	44	0.02	7.21	7.21	17.1	0.12	13.30	1.35	0.071	22.76	36.18	33.69	26.73	Mesotrophic	3206521.74	1826434.78	1081239.13	57	34
434	Tocantins	PA	River	S0758580 	W04932345 	27.84	97	0.04	8.64	7.73	7	0.15	48.86	1.74	0.087	0.00	49.01	32.10	28.16	Mesotrophic	6316916.49	2804710.92	2655631.69	44	42
2168	Tocantins	PA	River	S0539891 	W05015479 	26	89	0.04	9.32	7.72	5	0.00	140.63	1.95	155.37	0.00	140.63	26.66	72.27	Mesotrophic	1391509.43	556047.17	606141.51	40	44
2174	Tocantins	PA	River	S0625822 	W05002550 	26.53	272	0.13	9.21	8.17	13.8	0.00	126.73	11.67	209.15	0.00	126.73	44.86	10.85	Mesotrophic	2626892.25	1133766.70	1155832.59	43	44
2178	Tocantins	PA	River	S0536656 	W04944634 	27	89	0.04	9.02	7.83	6.7	0.00	103.48	1.95	113.46	0.00	103.48	27.94	53.18	Mesotrophic	1118271.42	611023.50	363661.87	55	33
2179	Tocantins	PA	River	S0550956 	W04913688 	27.44	213	0.1	8.93	7.98	11.4	0.29	281.21	9.97	453.04	0.00	281.51	46.79	28.25	Mesotrophic	2703941.34	1430384.97	885270.39	53	33
2180	Tocantins	PA	River	S0521362 	W04908297 	29.5	106	0.05	8.83	8.01	14	0.00	74.20	4.98	204.57	0.00	74.20	39.28	14.89	Mesotrophic	7919463.09	3218469.80	3578013.42	41	45
2198	Tocantins	PA	River	S0140093 	W04745160 	29.12	87	0.04	7.34	6.55	9.5	0.00	87.07	0.83	245.11	0.00	87.07	26.51	104.84	Mesotrophic	2464494.57	1176056.81	1004527.99	48	41
2203	Tocantins	PA	River	S0131832 	W04838688 	28.96	84	0.04	7.17	6.42	10.5	0.29	94.22	0.83	438.91	0.53	95.04	26.51	114.44	Mesotrophic	296180.00	164020.00	86730.00	55	29
2204	Tocantins	PA	River	S0134936 	W04853315 	29.34	94	0.04	7.15	7.57	13.3	0.00	53.33	2.49	258.19	0.00	53.33	40.08	21.41	Mesotrophic	2321692.08	1361091.98	782410.23	59	34
2205	Tocantins	PA	River	S0151427 	W04902796 	29.52	92	0.04	6.97	7.25	12.1	0.00	120.81	2.49	435.51	0.00	120.81	48.70	48.49	Mesotrophic	393203.43	197575.96	136003.96	50	35
2206	Tocantins	PA	River	S0154274 	W04901287 	29.43	89	0.04	7.00	7.01	8.6	0.00	147.97	3.32	479.45	0.00	147.97	52.86	44.54	Mesotrophic	346736.35	191527.29	108954.70	55	31
91	Tocantins	PA	River	S0128121 	W04820295 	30.06	86	0.04	7.02	7.3	8.1	0.00	136.82	6.64	270.74	0.00	136.82	42.48	20.59	Mesotrophic	1405156.18	744110.46	488239.02	53	35
99	Tocantins	PA	River	S0142238 	W04902380 	29.63	91	0.04	7.28	7.72	16.7	0.00	41.19	15.57	338.68	19.61	60.80	28.26	3.91	Mesotrophic	88655.95	47840.30	25070.74	54	28
105	Tocantins	PA	River	S0143765 	W04936293 	29.89	94	0.04	8.18	7.59	24.5	0.00	120.52	8.30	523.65	0.00	120.52	34.97	14.51	Mesotrophic	609858.85	288487.15	220582.70	47	36
2202	Tocantins	PA	River	S0135124 	W04830513 	29.56	80	0.04	7.04	7.06	5.8	0.00	87.36	3.32	329.33	0.00	87.36	41.20	26.30	Mesotrophic	296613.63	173684.73	80681.25	59	27
322	Tocantins	TO	Lake	S1136540 	W04815260 	26.42	55	0.02	9.05	7.95	3	0.00	20.92	1.93	0.059	0.00	20.92	13.73	10.82	Oligotrophic	3056994.82	1678901.55	1078507.77	55	35
643	Tocantins	GO	Lake	S1524500 	W04733464 	21.76	40	0.02	9.25	7.82	1.2	0.00	3.80	1.55	0.048	0.95	4.74	12.78	3.07	Oligotrophic	5373406.19	2458870.67	2370746.81	46	44
675	Tocantins	MT	Lake	S1520657 	W05353122 	27.05	25	0.01	0.00	6.67	NA	0.03	3.77	0.77	0.048	18.97	22.77	10.86	29.43	Oligotrophic	1673134.33	824238.81	758487.56	49	45
259	Tocantins	PA	Reservoir	S0449512 	W04924853 	30.28	65	0.03	8.62	7.97	12	0.00	1.63	2.92	104.05	0.00	1.63	16.60	0.56	Oligotrophic	2365801.38	1381887.91	811032.45	58	34
301	Tocantins	TO	Reservoir	S1027422 	W04824387 	27.87	112	0.05	9.09	8.03	0	0.12	56.43	5.84	175.76	0.53	57.07	13.57	9.78	Oligotrophic	442093.93	301993.74	96230.43	68	22
332	Tocantins	TO	Reservoir	S1045892 	W04824648 	27.79	113	0.05	8.93	7.88	5.9	0.00	58.03	0.00	175.54	0.00	58.03	16.76	NA	Oligotrophic	991596.64	573539.50	320880.67	58	32
428	Tocantins	TO	Reservoir	S1009323 	W04822202 	27.53	111	0.05	8.95	7.84	3.3	0.00	77.81	19.46	182.03	0.00	77.81	19.80	4.00	Oligotrophic	1530877.01	877498.70	510700.57	57	33
529	Tocantins	TO	Reservoir	S1038980 	W04825155 	27.61	106	0.05	8.74	7.71	0	0.12	36.65	0.97	143.49	0.00	36.77	14.05	37.79	Oligotrophic	375681.92	201873.64	130725.49	54	35
2165	Tocantins	TO	Reservoir	S1359330 	W04822120 	26.67	117	0.05	8.5	8.22	5.2	0.09	25.08	1.35	0.179	0.00	25.16	13.41	18.59	Oligotrophic	1498983.74	805254.07	517449.19	54	35
218	Tocantins	PA	Reservoir	S0351159 	W04935670 	30.15	98	0.04	6.92	7.56	6.1	0.00	72.47	0.97	87.91	0.00	72.47	6.71	74.48	Oligotrophic	405766.20	241506.99	120753.49	60	30
527	Tocantins	MT	River	S1035977 	W05032080 	27.4	46	0.02	7.78	7.47	4.1	0.00	28.90	6.81	77.83	0.00	28.90	25.70	4.24	Oligotrophic	157655.09	97068.25	43315.90	62	27
559	Tocantins	MT	River	S1150754 	W05041379 	26.66	56	0.02	8.88	7.52	12	0.00	24.62	2.92	69.98	0.00	24.62	23.63	8.43	Oligotrophic	140357.89	83263.16	38757.02	59	28
564	Tocantins	MT	River	S1149163 	W05045474 	26.53	29	0.01	8.71	7.36	5	0.00	3.85	0.00	0.080	0.95	4.80	22.84	NA	Oligotrophic	1404093.29	732375.06	554336.03	52	39
607	Tocantins	MT	River	S1314204 	W05112093 	25.25	28	0.01	8.75	7.19	10.6	0.44	11.56	1.55	0.084	0.00	12.01	17.57	7.76	Oligotrophic	1394799.05	709115.84	502127.66	51	36
644	Tocantins	GO	River	S1528597 	W05141988 	24.2	0	0.02	9.79	6.82	4.2	0.00	54.83	3.89	105.84	0.00	54.83	17.24	14.09	Oligotrophic	188247.84	123617.79	45035.86	66	24
2147	Tocantins	GO	River	S1457779 	W05108907 	25.97	0	0.02	9.41	7.78	8.8	0.00	13.66	1.95	106.51	0.00	13.66	18.84	7.02	Oligotrophic	218004.94	139448.79	55965.45	64	26
289	Tocantins	PA	River	S0519045 	W04904035 	29.92	67	0.03	8.66	8	7.3	0.00	1.63	3.89	110.99	0.00	1.63	22.51	0.42	Oligotrophic	459755.96	294295.52	121725.45	64	26
292	Tocantins	PA	River	S0521574 	W04840925 	30.64	50	0.02	9.4	8.22	5.3	0.00	55.09	4.86	86.79	0.53	55.62	19.80	11.43	Oligotrophic	472433.18	325134.62	106881.27	69	23
300	Tocantins	MA	River	S0529651 	W04731721 	28.19	70	0.03	8.28	8	20.4	0.00	19.54	1.95	124.44	0.00	19.54	17.08	10.04	Oligotrophic	290531.05	206687.79	60762.82	71	21
305	Tocantins	PA	River	S0537212 	W04943347 	27.04	116	0.05	9.55	8.02	10.1	0.00	54.02	4.86	185.62	0.00	54.02	20.75	11.11	Oligotrophic	761266.46	489015.67	236739.81	64	31
345	Tocantins	TO	River	S0520762 	W04842264 	29.53	68	0.03	9.08	7.94	3.6	0.00	4.04	0.97	125.56	0.00	4.04	15.65	4.15	Oligotrophic	285219.85	181472.95	74361.29	64	26
388	Tocantins	TO	River	S0718264 	W04729501 	27.59	90	0.04	8.76	7.5	0	0.00	37.72	4.86	128.03	0.00	37.72	14.85	7.75	Oligotrophic	153296.51	90779.50	45339.81	59	30
392	Tocantins	MA	River	S0726005 	W04731516 	27.47	50	0.02	8.62	7.33	0	0.03	58.16	0.97	0.257	0.95	59.14	17.25	61.17	Oligotrophic	787047.07	526473.24	187917.47	67	24
404	Tocantins	TO	River	S0737295 	W04923197 	29.82	54	0.02	8.56	7.96	5.9	0.00	1.36	1.95	40.85	0.00	1.36	21.87	0.70	Oligotrophic	496148.84	298004.65	145375.81	60	29
416	Tocantins	TO	River	S0754037 	W04909543 	29.62	52	0.02	8.91	8.02	7	0.00	0.03	0.97	41.97	0.00	0.03	22.67	0.03	Oligotrophic	287715.90	168053.01	86415.72	58	30
418	Tocantins	TO	River	S0738504 	W04720057 	26.27	50	0.02	9.08	7.69	0	0.09	40.72	1.93	0.071	0.00	40.81	11.82	21.11	Oligotrophic	383661.20	232937.16	150455.37	61	39
437	Tocantins	PA	River	S0832173 	W04923957 	29.48	55	0.02	8.48	8.03	7.9	0.00	0.00	2.92	42.87	0.00	0.00	19.96	0.00	Oligotrophic	526618.60	296008.54	173466.79	56	33
457	Tocantins	TO	River	S0856522 	W04810644 	28.18	100	0.05	8.22	7.69	5.3	0.12	25.69	1.95	116.15	0.00	25.81	13.73	13.26	Oligotrophic	482182.01	275045.77	152735.60	57	32
470	Tocantins	TO	River	S0932444 	W04822627 	28.18	106	0.05	8.07	7.78	3	0.00	0.55	2.13	0.059	0.00	0.55	12.46	0.26	Oligotrophic	1873015.87	567898.41	888558.73	30	47
483	Tocantins	TO	River	S0901223 	W04807702 	26.69	37	0.02	9.03	7.44	5.7	0.09	1.12	1.93	0.042	0.00	1.21	12.78	0.63	Oligotrophic	1449631.45	684226.04	564196.56	47	39
486	Tocantins	TO	River	S0920449 	W04749942 	26.49	38	0.02	8.74	7.43	0	0.12	33.97	0.97	124.44	0.00	34.09	12.13	35.04	Oligotrophic	489712.21	328478.84	110677.15	67	23
503	Tocantins	TO	River	S0935233 	W04755375 	26.36	35	0.01	8.82	7.76	0	0.00	1.72	1.16	0.046	0.00	1.72	12.62	1.48	Oligotrophic	3299776.29	951655.48	1665727.07	29	50
537	Tocantins	TO	River	S1048200 	W04747072 	25.18	40	0.02	8.72	7.64	0.2	0.00	1.72	1.16	0.046	0.00	1.72	13.41	1.48	Oligotrophic	2592267.14	1245325.13	976766.26	48	38
560	Tocantins	TO	River	S1118766 	W04827360 	26.07	93	0.04	8.77	7.91	0	0.03	3.09	2.13	0.069	0.00	3.11	12.93	1.46	Oligotrophic	3673723.54	1929439.60	1276986.30	53	35
566	Tocantins	TO	River	S1134370 	W04840164 	26.46	109	0.05	8.5	8.03	0	0.00	44.93	0.97	149.09	0.00	44.93	15.97	46.19	Oligotrophic	327671.82	200074.81	96599.50	61	29
582	Tocantins	TO	River	S1229731 	W04813916 	27.35	111	0.05	8.46	8.02	4.8	0.00	78.88	1.95	122.42	0.00	78.88	13.25	40.54	Oligotrophic	203554.04	113550.15	69648.49	56	34
588	Tocantins	TO	River	S1235876 	W04745150 	26.3	88	0.04	8.71	8.14	13.5	0.00	9.49	0.97	0.164	0.00	9.49	24.11	9.81	Oligotrophic	1305309.73	788929.20	396814.16	60	30
610	Tocantins	TO	River	S1208384 	W04839026 	27.43	106	0.05	8.45	8.03	1.3	0.00	0.87	1.74	0.083	0.00	0.87	21.88	0.50	Oligotrophic	4645669.29	2339559.06	1774645.67	50	38
619	Tocantins	GO	River	S1229958 	W04809285 	26.91	123	0.06	8.6	8.15	3.8	0.00	6.02	0.00	0.211	0.00	6.02	20.92	NA	Oligotrophic	1216996.70	844595.71	296947.19	69	24
620	Tocantins	GO	River	S1339950 	W04808784 	27.25	111	0.05	7.97	7.89	0	0.00	44.13	0.97	126.68	0.53	44.66	12.93	45.91	Oligotrophic	269199.75	133766.44	104874.00	50	39
631	Tocantins	GO	River	S1438646 	W04846054 	23.21	237	0.11	8.99	8.24	3.2	0.00	59.70	0.00	0.454	0.00	59.70	18.84	NA	Oligotrophic	2033080.63	1320689.18	564383.18	65	28
636	Tocantins	GO	River	S1312027 	W04728994 	25.96	160	0.07	8.65	8.17	3.2	0.00	7.32	1.35	0.362	0.00	7.32	21.72	5.41	Oligotrophic	3340883.35	1620996.60	1312298.98	49	39
2166	Tocantins	PA	River	S0606272 	W05043148 	26.93	99	0.05	8.87	8.07	2.3	0.00	93.58	5.84	89.93	0.00	93.58	20.44	16.03	Oligotrophic	1423058.37	721775.21	500347.32	51	35
2167	Tocantins	PA	River	S0541189 	W05017816 	26.34	90	0.04	9.52	7.9	1.7	0.00	128.87	2.92	144.39	0.00	128.87	19.80	44.15	Oligotrophic	776065.97	243974.26	356942.88	31	46
2169	Tocantins	PA	River	S0544619 	W05021718 	26.21	90	0.04	9.23	7.81	3	0.00	141.43	0.97	150.88	0.00	141.43	20.44	145.37	Oligotrophic	301757.97	205677.29	57589.64	68	19
2170	Tocantins	PA	River	S0552576 	W05030834 	26.66	27	0.01	8.54	7.74	2.9	0.00	134.48	4.86	187.64	0.00	134.48	20.60	27.65	Oligotrophic	2371382.64	1098424.44	1029180.06	46	43
2172	Tocantins	PA	River	S0557058 	W05043398 	26.99	101	0.05	9.64	7.85	7.7	0.00	93.32	0.97	123.99	0.00	93.32	25.86	95.92	Oligotrophic	950692.88	395868.51	369249.11	42	39
2173	Tocantins	PA	River	S0559517 	W05043409 	28.18	97	0.04	8.54	7.81	0.9	0.00	75.14	0.97	87.91	0.00	75.14	19.64	77.23	Oligotrophic	1019702.73	544113.38	337725.54	53	33
2175	Tocantins	PA	River	S0609867 	W04953648 	26.09	147	0.07	9.27	8.09	14.4	0.00	25.69	2.92	139.45	0.00	25.69	19.64	8.80	Oligotrophic	2206432.31	585145.85	1620403.89	27	73
2176	Tocantins	PA	River	S0602622 	W04954307 	26.72	155	0.07	9.1	8.01	8.3	0.00	49.48	0.97	152.23	0.00	49.48	23.47	50.86	Oligotrophic	880859.96	521821.44	262496.27	59	30
2177	Tocantins	PA	River	S0553482 	W04950851 	27.13	117	0.05	9.13	7.98	3.3	0.00	51.62	0.97	184.28	0.00	51.62	18.04	53.05	Oligotrophic	900488.40	480500.61	284194.14	53	32
2183	Tocantins	PA	River	S0521122 	W04909455 	29.99	61	0.03	8.69	7.99	7.8	0.00	9.12	2.92	90.60	0.00	9.12	22.19	3.12	Oligotrophic	538812.79	345702.28	155609.13	64	29
684	Tocantins	GO	River	S1803000	W05305000	NA	NA	NA	NA	NA	NA	0.00	26.76	2.92	12.16	0.53	27.29	7.50	9.35	Oligotrophic	187004.28	103002.21	57000.43	55	30
2199	Tocantins	PA	River	S0213826 	W04811117 	27.95	78	0.04	7.10	5.62	5.9	0.00	116.81	0.00	161.94	0.00	116.81	16.77	NA	Oligotrophic	1925338.74	993306.29	725233.27	52	38
2171	Tocantins	PA	River	S0554817 	W05041138 	26.81	114	0.05	9.07	7.86	10.4	0.00	123.52	1.95	208.70	0.00	123.52	24.11	63.48	Oligotrophic	1414868.11	701774.58	569342.93	50	40
95	Tocantins	PA	River	S0136677 	W04733736 	28.72	87	0.04	7.12	6.5	6.8	0.00	69.91	0.83	218.43	5.30	75.21	19.16	90.57	Oligotrophic	473122.92	245919.11	149160.98	52	32
102	Tocantins	PA	River	S0142632 	W04747827 	29.86	83	0.04	7.16	6.88	5.1	0.00	98.51	0.00	163.51	0.00	98.51	15.33	NA	Oligotrophic	2551903.11	1196332.18	1031479.24	47	40
117	Tocantins	PA	River	S0145534 	W04834684 	30.06	79	0.04	6.99	5.91	13.4	0.00	89.07	1.66	114.86	0.00	89.07	23.00	53.63	Oligotrophic	2371382.64	1180474.28	954718.65	50	40
123	Tocantins	PA	River	S0156686 	W04810216 	28.73	78	0.04	6.87	5.53	6.6	0.00	102.80	0.00	158.80	0.00	102.80	14.69	NA	Oligotrophic	1508781.91	944172.14	70576.22	63	5
127	Tocantins	PA	River	S0200451 	W04744994 	29.6	83	0.04	7.13	6.33	4.3	0.00	95.36	0.00	162.72	0.00	95.36	13.41	NA	Oligotrophic	1326578.46	806181.55	436699.74	61	33
129	Tocantins	PA	River	S0203593 	W04817713 	28.77	81	0.04	7.24	5.54	9.4	0.00	89.93	0.00	124.54	5.30	95.23	13.09	NA	Oligotrophic	2588854.76	1193462.04	1142202.72	46	44
142	Tocantins	PA	River	S0214219 	W04928765 	30.17	98	0.04	6.62	8.29	7.1	0.12	42.53	10.02	82.31	0.53	43.17	11.49	4.31	Oligotrophic	293091.81	137103.35	115112.15	47	39
145	Tocantins	PA	River	S0223566 	W04747399 	29.25	83	0.04	7.26	6.16	3	0.00	101.94	0.00	152.52	0.00	101.94	13.41	NA	Oligotrophic	1804281.35	1100972.48	571957.19	61	32
161	Tocantins	PA	River	S0232615 	W04908533 	29.19	75	0.03	7.30	6.43	9.3	0.06	81.49	0.97	0.101	0.00	81.55	20.60	84.35	Oligotrophic	276361.05	174897.86	83524.94	63	30
168	Tocantins	PA	River	S0340412 	W04939653 	29.44	98	0.04	7.10	7.15	4	0.12	100.00	8.00	105.39	0.00	100.12	8.14	12.51	Oligotrophic	398152.11	229759.95	122064.17	58	31
637	Tocantins	MT	River	S1515302 	W05316265 	23.53	21	0.01	0.00	6.59	124.4	0.03	45.02	1.93	0.066	3.79	48.84	17.73	25.26	Oligotrophic	978642.20	337761.47	542366.97	35	55
2079	Uruguai	RS	Reservoir	S3028654 	W05447858 	25.33	559	0.27	2.6	7.95	23.3	0.00	25.17	4.92	554.18	NA	25.17	125.25	5.12	Eutrophic	209983.21	135036.37	43581.42	64	21
937	Uruguai	SC	River	S2713955 	W05132307 	24.23	499	0.24	3.53	7.88	9.9	2.43	1459.70	1.34	585.20	17.85	1479.98	59.22	1103.74	Eutrophic	13043136.53	3605313.65	7920369.00	28	61
989	Uruguai	RS	River	S3012003 	W05454732 	24.95	575	0.28	2.62	7.87	56.3	0.00	30.51	0.45	605.49	NA	30.51	75.33	68.26	Eutrophic	31806790.45	8754535.81	19505994.69	28	61
997	Uruguai	RS	River	S3121565 	W05422462 	24.27	571	0.28	2.32	7.77	625.8	0.00	151.68	0.45	622.49	17.85	169.53	72.62	379.30	Eutrophic	1499833.49	351489.36	825235.89	23	55
1000	Uruguai	RS	River	S3138667 	W05425459 	24.41	587	0.28	2.57	7.75	20.1	0.07	299.56	0.45	2188.41	NA	299.63	110.10	670.38	Eutrophic	2104312.03	441061.76	1094344.53	21	52
934	Uruguai	SC	Reservoir	S2657568 	W05109558 	24.01	494	0.24	3.28	7.93	4	0.00	260.82	0.00	410.46	30.00	290.82	31.00	NA	Mesotrophic	10771254.45	66863090.91	35560909.09	62	33
943	Uruguai	SC	Reservoir	S2718896 	W05218988 	26.75	515	0.25	3.5	8.08	59.7	0.24	621.08	0.45	338.35	NA	621.31	27.49	1390.09	Mesotrophic	328316.68	56977.71	193863.18	17	59
951	Uruguai	RS	Reservoir	S2749592 	W05240991 	27.29	532	0.25	3.25	7.89	3.5	0.00	772.01	7.60	406.66	NA	772.01	34.98	101.60	Mesotrophic	45292790.70	16259302.33	25456899.22	36	56
941	Uruguai	SC	River	S2709992 	W05341642 	27.31	532	0.25	3.84	7.94	265.5	0.00	875.81	0.45	298.75	6.92	882.73	29.08	1974.97	Mesotrophic	62584.62	10775.33	35145.11	17	56
945	Uruguai	SC	River	S2727052 	W05152912 	26.41	493	0.24	3.45	7.87	291.7	0.24	1352.84	2.23	572.49	NA	1353.08	51.89	605.46	Mesotrophic	21466008.06	6616088.71	12623145.16	31	59
949	Uruguai	SC	River	S2736286 	W05127125 	26.03	512	0.25	3.36	8.04	33.5	0.24	414.04	0.00	420.19	NA	414.28	33.55	NA	Mesotrophic	725674.01	263030.84	40546.26	36	6
952	Uruguai	RS	River	S2803663 	W05506800 	27.6	513	0.25	3.07	7.93	16.5	0.00	948.89	0.45	176.97	54.29	1003.18	33.87	2244.46	Mesotrophic	2319571.73	703704.50	1288650.96	30	56
953	Uruguai	RS	River	S2811398 	W05539770 	29.16	519	0.25	3.05	7.96	12.7	0.07	950.80	0.00	264.75	NA	950.88	35.62	NA	Mesotrophic	19090565.37	4999363.96	11795830.39	26	62
961	Uruguai	RS	River	S2837569 	W05603090 	28.85	541	0.26	3.1	7.79	253.3	0.00	1143.71	0.00	549.89	NA	1143.71	41.04	NA	Mesotrophic	51726.95	11099.31	28969.88	21	56
968	Uruguai	RS	River	S2923795 	W05632439 	27.75	538	0.26	3.04	8.02	6.9	0.07	24.98	3.13	272.18	NA	25.05	41.36	8.01	Mesotrophic	785446.08	315826.22	293855.70	40	37
969	Uruguai	RS	River	S2924997 	W05645740 	28.22	509	0.24	3.15	7.95	6.6	0.00	21.92	0.00	335.87	NA	21.92	45.51	NA	Mesotrophic	837094.02	458888.89	228183.76	55	27
971	Uruguai	RS	River	S2939440 	W05506827 	26.62	559	0.27	2.48	7.97	7.5	0.00	19.25	1.79	248.09	66.44	85.69	42.32	47.93	Mesotrophic	10790602.41	2641967.87	6501847.39	24	60
973	Uruguai	RS	River	S2942082 	W05243103 	28.28	611	0.29	2.73	8.05	4.1	0.00	338.29	7.60	543.95	NA	338.29	51.57	44.52	Mesotrophic	649112.60	408721.37	233635.50	63	36
976	Uruguai	RS	River	S2937904 	W05518647 	25.6	541	0.26	2.36	8.15	20.4	0.07	45.20	0.00	443.13	NA	45.28	42.96	NA	Mesotrophic	39195666.67	20555600.00	15996866.67	52	41
978	Uruguai	RS	River	S2944136 	W05704782 	28.33	508	0.24	3.05	8.1	30.6	0.07	633.86	0.00	299.08	NA	633.94	37.85	NA	Mesotrophic	38788.43	3764.01	25199.72	10	65
